 Boavista FC,365,
 Evil Geniuses Academy,395,
 Immortals,298,
 PSG Talon,549,
 S2V Esports Academy,271,
 Umbra Divinus Gaming,260,
 FURIA Academy,301,
 Kaos Latin Gamers,256,
 Nerf Galeforce,246,
 Hong Kong Attitude,275,
 Team Singularity,291,
 G2 Esports,397,
 STOPWATCH eSports,301,
 Cloud9,371,
 Sengoku Gaming Academy,253,
 Golden Guardians Academy,400,
 aNc Outplayed,330,
 WAVE Esports,269,
 TSM,379,
 S2V Esports Academy,268,
 Cyberground Gaming,263,
 GameWard,275,
 Vorax Liberty Academy,3608,
 Kawaii Kiwis,369,
 Machi Esports,332,
 Boavista FC,282,
 Evil Geniuses Academy,390,
 Immortals,371,
 PSG Talon,343,
 S2V Esports Academy,277,
 Umbra Divinus Gaming,281,
 FURIA Academy,313,
 Kaos Latin Gamers,289,
 Nerf Galeforce,274,
 Hong Kong Attitude,295,
 Team Singularity,319,
 G2 Esports,367,
 STOPWATCH eSports,282,
 Cloud9,489,
 Sengoku Gaming Academy,263,
 Golden Guardians Academy,391,
 aNc Outplayed,308,
 WAVE Esports,262,
 TSM,383,
 S2V Esports Academy,313,
 Cyberground Gaming,279,
 GameWard,331,
 Vorax Liberty Academy,349,
 Kawaii Kiwis,353,
 Machi Esports,337,
 Boavista FC,352,
 Evil Geniuses Academy,323,
 Immortals,286,
 PSG Talon,355,
 S2V Esports Academy,286,
 Umbra Divinus Gaming,281,
 FURIA Academy,289,
 Kaos Latin Gamers,296,
 Nerf Galeforce,259,
 Hong Kong Attitude,290,
 Team Singularity,274,
 G2 Esports,312,
 STOPWATCH eSports,237,
 Cloud9,418,
 Sengoku Gaming Academy,287,
 Golden Guardians Academy,1371,
 aNc Outplayed,341,
 WAVE Esports,271,
 TSM,357,
 S2V Esports Academy,265,
 Cyberground Gaming,293,
 GameWard,283,
 Vorax Liberty Academy,286,
 Kawaii Kiwis,263,
 Machi Esports,320,
 Boavista FC,261,
 Evil Geniuses Academy,353,
 Immortals,326,
 PSG Talon,340,
 S2V Esports Academy,275,
 Umbra Divinus Gaming,270,
 FURIA Academy,325,
 Kaos Latin Gamers,353,
 Nerf Galeforce,267,
 Hong Kong Attitude,319,
 Team Singularity,284,
 G2 Esports,371,
 STOPWATCH eSports,253,
 Cloud9,418,
 Sengoku Gaming Academy,247,
 Golden Guardians Academy,426,
 aNc Outplayed,423,
 WAVE Esports,257,
 TSM,308,
 S2V Esports Academy,270,
 Cyberground Gaming,262,
 GameWard,269,
 Vorax Liberty Academy,281,
 Kawaii Kiwis,310,
 Machi Esports,321,
 Boavista FC,293,
 Evil Geniuses Academy,355,
 Immortals,295,
 PSG Talon,328,
 S2V Esports Academy,260,
 Umbra Divinus Gaming,292,
 FURIA Academy,1192,
 Kaos Latin Gamers,275,
 Nerf Galeforce,244,
 Hong Kong Attitude,281,
 Team Singularity,276,
 G2 Esports,292,
 STOPWATCH eSports,250,
 Cloud9,355,
 Sengoku Gaming Academy,245,
 Golden Guardians Academy,384,
 aNc Outplayed,302,
 WAVE Esports,252,
 TSM,334,
 S2V Esports Academy,271,
 Cyberground Gaming,312,
 GameWard,323,
 Vorax Liberty Academy,313,
 Kawaii Kiwis,314,
 Machi Esports,429,
 Boavista FC,304,
 Evil Geniuses Academy,407,
 Immortals,353,
 PSG Talon,358,
 S2V Esports Academy,385,
 Umbra Divinus Gaming,263,
 FURIA Academy,309,
 Kaos Latin Gamers,576,
 Nerf Galeforce,253,
 Hong Kong Attitude,282,
 Team Singularity,284,
 G2 Esports,318,
 STOPWATCH eSports,248,
 Cloud9,362,
 Sengoku Gaming Academy,274,
 Golden Guardians Academy,402,
 aNc Outplayed,329,
 WAVE Esports,264,
 TSM,325,
 S2V Esports Academy,310,
 Cyberground Gaming,316,
 GameWard,298,
 Vorax Liberty Academy,1294,
 Kawaii Kiwis,297,
 Machi Esports,302,
 Boavista FC,279,
 Evil Geniuses Academy,352,
 Immortals,310,
 PSG Talon,319,
 S2V Esports Academy,260,
 Umbra Divinus Gaming,267,
 FURIA Academy,288,
 Kaos Latin Gamers,281,
 Nerf Galeforce,255,
 Hong Kong Attitude,304,
 Team Singularity,291,
 G2 Esports,304,
 STOPWATCH eSports,252,
 Cloud9,359,
 Sengoku Gaming Academy,257,
 Golden Guardians Academy,536,
 aNc Outplayed,320,
 WAVE Esports,281,
 TSM,358,
 S2V Esports Academy,265,
 Cyberground Gaming,352,
 GameWard,294,
 Vorax Liberty Academy,361,
 Kawaii Kiwis,352,
 Machi Esports,452,
 Boavista FC,280,
 Evil Geniuses Academy,322,
 Immortals,302,
 PSG Talon,345,
 S2V Esports Academy,263,
 Umbra Divinus Gaming,264,
 FURIA Academy,291,
 Kaos Latin Gamers,286,
 Nerf Galeforce,267,
 Hong Kong Attitude,297,
 Team Singularity,325,
 G2 Esports,342,
 STOPWATCH eSports,320,
 Cloud9,1470,
 Sengoku Gaming Academy,430,
 Golden Guardians Academy,449,
 aNc Outplayed,407,
 WAVE Esports,877,
 TSM,327,
 S2V Esports Academy,259,
 Cyberground Gaming,277,
 GameWard,350,
 Vorax Liberty Academy,298,
 Kawaii Kiwis,290,
 Machi Esports,329,
 Boavista FC,389,
 Evil Geniuses Academy,410,
 Immortals,400,
 PSG Talon,471,
 S2V Esports Academy,4170,
 Umbra Divinus Gaming,294,
 FURIA Academy,296,
 Kaos Latin Gamers,277,
 Nerf Galeforce,278,
 Hong Kong Attitude,301,
 Team Singularity,293,
 G2 Esports,306,
 STOPWATCH eSports,270,
 Cloud9,402,
 Sengoku Gaming Academy,272,
 Golden Guardians Academy,407,
 aNc Outplayed,330,
 WAVE Esports,281,
 TSM,403,
 S2V Esports Academy,503,
 Cyberground Gaming,269,
 GameWard,277,
 Vorax Liberty Academy,284,
 Kawaii Kiwis,286,
 Machi Esports,530,
 Boavista FC,343,
 Evil Geniuses Academy,391,
 Immortals,409,
 PSG Talon,387,
 S2V Esports Academy,275,
 Umbra Divinus Gaming,266,
 FURIA Academy,309,
 Kaos Latin Gamers,271,
 Nerf Galeforce,257,
 Hong Kong Attitude,279,
 Team Singularity,282,
 G2 Esports,286,
 STOPWATCH eSports,249,
 Cloud9,365,
 Sengoku Gaming Academy,253,
 Golden Guardians Academy,397,
 aNc Outplayed,319,
 WAVE Esports,279,
 TSM,389,
 S2V Esports Academy,1176,
 Cyberground Gaming,273,
 GameWard,268,
 Vorax Liberty Academy,291,
 Kawaii Kiwis,272,
 Machi Esports,313,
 Boavista FC,272,
 Evil Geniuses Academy,332,
 Immortals,293,
 PSG Talon,341,
 S2V Esports Academy,275,
 Umbra Divinus Gaming,312,
 FURIA Academy,325,
 Kaos Latin Gamers,333,
 Nerf Galeforce,325,
 Hong Kong Attitude,320,
 Team Singularity,313,
 G2 Esports,318,
 STOPWATCH eSports,393,
 Cloud9,376,
 Sengoku Gaming Academy,347,
 Golden Guardians Academy,393,
 aNc Outplayed,344,
 WAVE Esports,350,
 TSM,382,
 S2V Esports Academy,360,
 Cyberground Gaming,423,
 GameWard,277,
 Vorax Liberty Academy,273,
 Kawaii Kiwis,271,
 Machi Esports,301,
 Boavista FC,338,
 Evil Geniuses Academy,326,
 Immortals,330,
 PSG Talon,336,
 S2V Esports Academy,289,
 Umbra Divinus Gaming,290,
 FURIA Academy,329,
 Kaos Latin Gamers,269,
 Nerf Galeforce,275,
 Hong Kong Attitude,328,
 Team Singularity,314,
 G2 Esports,1238,
 STOPWATCH eSports,249,
 Cloud9,370,
 Sengoku Gaming Academy,260,
 Golden Guardians Academy,383,
 aNc Outplayed,347,
 WAVE Esports,298,
 TSM,326,
 S2V Esports Academy,279,
 Cyberground Gaming,286,
 GameWard,275,
 Vorax Liberty Academy,293,
 Kawaii Kiwis,290,
 Machi Esports,317,
 Boavista FC,280,
 Evil Geniuses Academy,341,
 Immortals,332,
 PSG Talon,420,
 S2V Esports Academy,294,
 Umbra Divinus Gaming,274,
 FURIA Academy,298,
 Kaos Latin Gamers,305,
 Nerf Galeforce,249,
 Hong Kong Attitude,339,
 Team Singularity,327,
 G2 Esports,388,
 STOPWATCH eSports,351,
 Cloud9,459,
 Sengoku Gaming Academy,283,
 Golden Guardians Academy,395,
 aNc Outplayed,311,
 WAVE Esports,267,
 TSM,322,
 S2V Esports Academy,287,
 Cyberground Gaming,286,
 GameWard,311,
 Vorax Liberty Academy,300,
 Kawaii Kiwis,288,
 Machi Esports,324,
 Boavista FC,272,
 Evil Geniuses Academy,346,
 Immortals,1572,
 PSG Talon,338,
 S2V Esports Academy,279,
 Umbra Divinus Gaming,282,
 FURIA Academy,303,
 Kaos Latin Gamers,275,
 Nerf Galeforce,256,
 Hong Kong Attitude,289,
 Team Singularity,277,
 G2 Esports,306,
 STOPWATCH eSports,244,
 Cloud9,381,
 Sengoku Gaming Academy,252,
 Golden Guardians Academy,496,
 aNc Outplayed,331,
 WAVE Esports,304,
 TSM,425,
 S2V Esports Academy,295,
 Cyberground Gaming,320,
 GameWard,276,
 Vorax Liberty Academy,293,
 Kawaii Kiwis,357,
 Machi Esports,377,
 Boavista FC,325,
 Evil Geniuses Academy,396,
 Immortals,338,
 PSG Talon,321,
 S2V Esports Academy,290,
 Umbra Divinus Gaming,273,
 FURIA Academy,298,
 Kaos Latin Gamers,310,
 Nerf Galeforce,254,
 Hong Kong Attitude,318,
 Team Singularity,301,
 G2 Esports,322,
 STOPWATCH eSports,291,
 Cloud9,411,
 Sengoku Gaming Academy,265,
 Golden Guardians Academy,444,
 aNc Outplayed,310,
 WAVE Esports,1285,
 TSM,323,
 S2V Esports Academy,267,
 Cyberground Gaming,273,
 GameWard,267,
 Vorax Liberty Academy,282,
 Kawaii Kiwis,269,
 Machi Esports,325,
 Boavista FC,275,
 Evil Geniuses Academy,356,
 Immortals,317,
 PSG Talon,450,
 S2V Esports Academy,276,
 Umbra Divinus Gaming,280,
 FURIA Academy,320,
 Kaos Latin Gamers,299,
 Nerf Galeforce,257,
 Hong Kong Attitude,399,
 Team Singularity,309,
 G2 Esports,424,
 STOPWATCH eSports,300,
 Cloud9,603,
 Sengoku Gaming Academy,3682,
 Golden Guardians Academy,397,
 aNc Outplayed,317,
 WAVE Esports,267,
 TSM,321,
 S2V Esports Academy,269,
 Cyberground Gaming,277,
 GameWard,374,
 Vorax Liberty Academy,319,
 Kawaii Kiwis,330,
 Machi Esports,332,
 Boavista FC,295,
 Evil Geniuses Academy,360,
 Immortals,362,
 PSG Talon,661,
 S2V Esports Academy,273,
 Umbra Divinus Gaming,392,
 FURIA Academy,305,
 Kaos Latin Gamers,336,
 Nerf Galeforce,335,
 Hong Kong Attitude,306,
 Team Singularity,357,
 G2 Esports,355,
 STOPWATCH eSports,281,
 Cloud9,365,
 Sengoku Gaming Academy,256,
 Golden Guardians Academy,389,
 aNc Outplayed,340,
 WAVE Esports,275,
 TSM,312,
 S2V Esports Academy,285,
 Cyberground Gaming,280,
 GameWard,270,
 Vorax Liberty Academy,322,
 Kawaii Kiwis,302,
 Machi Esports,363,
 Boavista FC,369,
 Evil Geniuses Academy,334,
 Immortals,300,
 PSG Talon,352,
 S2V Esports Academy,293,
 Umbra Divinus Gaming,296,
 FURIA Academy,347,
 Kaos Latin Gamers,376,
 Nerf Galeforce,383,
 Hong Kong Attitude,420,
 Team Singularity,331,
 G2 Esports,300,
 STOPWATCH eSports,257,
 Cloud9,349,
 Sengoku Gaming Academy,273,
 Golden Guardians Academy,376,
 aNc Outplayed,303,
 WAVE Esports,258,
 TSM,352,
 S2V Esports Academy,274,
 Cyberground Gaming,297,
 GameWard,286,
 Vorax Liberty Academy,384,
 Kawaii Kiwis,1508,
 Machi Esports,310,
 Boavista FC,276,
 Evil Geniuses Academy,353,
 Immortals,318,
 PSG Talon,330,
 S2V Esports Academy,277,
 Umbra Divinus Gaming,291,
 FURIA Academy,283,
 Kaos Latin Gamers,282,
 Nerf Galeforce,261,
 Hong Kong Attitude,314,
 Team Singularity,327,
 G2 Esports,386,
 STOPWATCH eSports,291,
 Cloud9,409,
 Sengoku Gaming Academy,425,
 Golden Guardians Academy,417,
 aNc Outplayed,328,
 WAVE Esports,269,
 TSM,337,
 S2V Esports Academy,324,
 Cyberground Gaming,355,
 GameWard,290,
 Vorax Liberty Academy,313,
 Kawaii Kiwis,289,
 Machi Esports,507,
 Boavista FC,281,
 Evil Geniuses Academy,323,
 Immortals,301,
 PSG Talon,326,
 S2V Esports Academy,271,
 Umbra Divinus Gaming,296,
 FURIA Academy,329,
 Kaos Latin Gamers,293,
 Nerf Galeforce,292,
 Hong Kong Attitude,309,
 Team Singularity,291,
 G2 Esports,322,
 STOPWATCH eSports,256,
 Cloud9,1298,
 Sengoku Gaming Academy,258,
 Golden Guardians Academy,386,
 aNc Outplayed,310,
 WAVE Esports,264,
 TSM,330,
 S2V Esports Academy,273,
 Cyberground Gaming,295,
 GameWard,283,
 Vorax Liberty Academy,288,
 Kawaii Kiwis,289,
 Machi Esports,357,
 Boavista FC,317,
 Evil Geniuses Academy,352,
 Immortals,306,
 PSG Talon,340,
 S2V Esports Academy,265,
 Umbra Divinus Gaming,292,
 FURIA Academy,419,
 Kaos Latin Gamers,287,
 Nerf Galeforce,256,
 Hong Kong Attitude,322,
 Team Singularity,286,
 G2 Esports,338,
 STOPWATCH eSports,355,
 Cloud9,449,
 Sengoku Gaming Academy,263,
 Golden Guardians Academy,636,
 aNc Outplayed,341,
 WAVE Esports,277,
 TSM,322,
 S2V Esports Academy,261,
 Cyberground Gaming,280,
 GameWard,270,
 Vorax Liberty Academy,294,
 Kawaii Kiwis,317,
 Machi Esports,332,
 Boavista FC,289,
 Evil Geniuses Academy,349,
 Immortals,303,
 PSG Talon,357,
 S2V Esports Academy,399,
 Umbra Divinus Gaming,1376,
 FURIA Academy,303,
 Kaos Latin Gamers,285,
 Nerf Galeforce,266,
 Hong Kong Attitude,285,
 Team Singularity,293,
 G2 Esports,297,
 STOPWATCH eSports,253,
 Cloud9,353,
 Sengoku Gaming Academy,281,
 Golden Guardians Academy,376,
 aNc Outplayed,312,
 WAVE Esports,276,
 TSM,391,
 S2V Esports Academy,278,
 Cyberground Gaming,278,
 GameWard,293,
 Vorax Liberty Academy,323,
 Kawaii Kiwis,425,
 Machi Esports,372,
 Boavista FC,279,
 Evil Geniuses Academy,383,
 Immortals,353,
 PSG Talon,371,
 S2V Esports Academy,395,
 Umbra Divinus Gaming,596,
 FURIA Academy,342,
 Kaos Latin Gamers,308,
 Nerf Galeforce,282,
 Hong Kong Attitude,295,
 Team Singularity,322,
 G2 Esports,498,
 STOPWATCH eSports,279,
 Cloud9,485,
 Sengoku Gaming Academy,431,
 Golden Guardians Academy,3509,
 aNc Outplayed,371,
 WAVE Esports,365,
 TSM,336,
 S2V Esports Academy,281,
 Cyberground Gaming,288,
 GameWard,295,
 Vorax Liberty Academy,319,
 Kawaii Kiwis,310,
 Machi Esports,325,
 Boavista FC,302,
 Evil Geniuses Academy,359,
 Immortals,362,
 PSG Talon,454,
 S2V Esports Academy,473,
 Umbra Divinus Gaming,294,
 FURIA Academy,291,
 Kaos Latin Gamers,279,
 Nerf Galeforce,343,
 Hong Kong Attitude,384,
 Team Singularity,349,
 G2 Esports,390,
 STOPWATCH eSports,287,
 Cloud9,372,
 Sengoku Gaming Academy,261,
 Golden Guardians Academy,384,
 aNc Outplayed,320,
 WAVE Esports,258,
 TSM,311,
 S2V Esports Academy,300,
 Cyberground Gaming,275,
 GameWard,271,
 Vorax Liberty Academy,298,
 Kawaii Kiwis,283,
 Machi Esports,334,
 Boavista FC,277,
 Evil Geniuses Academy,341,
 Immortals,319,
 PSG Talon,1298,
 S2V Esports Academy,268,
 Umbra Divinus Gaming,277,
 FURIA Academy,293,
 Kaos Latin Gamers,269,
 Nerf Galeforce,254,
 Hong Kong Attitude,286,
 Team Singularity,290,
 G2 Esports,301,
 STOPWATCH eSports,270,
 Cloud9,352,
 Sengoku Gaming Academy,261,
 Golden Guardians Academy,404,
 aNc Outplayed,461,
 WAVE Esports,289,
 TSM,342,
 S2V Esports Academy,316,
 Cyberground Gaming,418,
 GameWard,1059,
 Vorax Liberty Academy,281,
 Kawaii Kiwis,274,
 Machi Esports,328,
 Boavista FC,282,
 Evil Geniuses Academy,364,
 Immortals,320,
 PSG Talon,333,
 S2V Esports Academy,283,
 Umbra Divinus Gaming,273,
 FURIA Academy,304,
 Kaos Latin Gamers,331,
 Nerf Galeforce,300,
 Hong Kong Attitude,322,
 Team Singularity,331,
 G2 Esports,330,
 STOPWATCH eSports,268,
 Cloud9,489,
 Sengoku Gaming Academy,261,
 Golden Guardians Academy,412,
 aNc Outplayed,317,
 WAVE Esports,270,
 TSM,330,
 S2V Esports Academy,270,
 Cyberground Gaming,291,
 GameWard,317,
 Vorax Liberty Academy,368,
 Kawaii Kiwis,363,
 Machi Esports,344,
 Boavista FC,427,
 Evil Geniuses Academy,342,
 Immortals,321,
 PSG Talon,346,
 S2V Esports Academy,290,
 Umbra Divinus Gaming,315,
 FURIA Academy,285,
 Kaos Latin Gamers,325,
 Nerf Galeforce,271,
 Hong Kong Attitude,319,
 Team Singularity,294,
 G2 Esports,312,
 STOPWATCH eSports,264,
 Cloud9,395,
 Sengoku Gaming Academy,258,
 Golden Guardians Academy,1527,
 aNc Outplayed,331,
 WAVE Esports,287,
 TSM,342,
 S2V Esports Academy,297,
 Cyberground Gaming,332,
 GameWard,291,
 Vorax Liberty Academy,293,
 Kawaii Kiwis,279,
 Machi Esports,314,
 Boavista FC,276,
 Evil Geniuses Academy,376,
 Immortals,320,
 PSG Talon,357,
 S2V Esports Academy,270,
 Umbra Divinus Gaming,292,
 FURIA Academy,305,
 Kaos Latin Gamers,335,
 Nerf Galeforce,279,
 Hong Kong Attitude,344,
 Team Singularity,308,
 G2 Esports,374,
 STOPWATCH eSports,355,
 Cloud9,468,
 Sengoku Gaming Academy,254,
 Golden Guardians Academy,527,
 aNc Outplayed,332,
 WAVE Esports,288,
 TSM,317,
 S2V Esports Academy,269,
 Cyberground Gaming,265,
 GameWard,276,
 Vorax Liberty Academy,280,
 Kawaii Kiwis,317,
 Machi Esports,317,
 Boavista FC,281,
 Evil Geniuses Academy,475,
 Immortals,340,
 PSG Talon,420,
 S2V Esports Academy,275,
 Umbra Divinus Gaming,342,
 FURIA Academy,292,
 Kaos Latin Gamers,328,
 Nerf Galeforce,320,
 Hong Kong Attitude,346,
 Team Singularity,351,
 G2 Esports,299,
 STOPWATCH eSports,274,
 Cloud9,345,
 Sengoku Gaming Academy,273,
 Golden Guardians Academy,371,
 aNc Outplayed,315,
 WAVE Esports,258,
 TSM,311,
 S2V Esports Academy,376,
 Cyberground Gaming,276,
 GameWard,297,
 Vorax Liberty Academy,297,
 Kawaii Kiwis,291,
 Machi Esports,348,
 Boavista FC,326,
 Evil Geniuses Academy,1367,
 Immortals,310,
 PSG Talon,321,
 S2V Esports Academy,270,
 Umbra Divinus Gaming,263,
 FURIA Academy,288,
 Kaos Latin Gamers,284,
 Nerf Galeforce,258,
 Hong Kong Attitude,282,
 Team Singularity,299,
 G2 Esports,313,
 STOPWATCH eSports,389,
 Cloud9,422,
 Sengoku Gaming Academy,261,
 Golden Guardians Academy,417,
 aNc Outplayed,331,
 WAVE Esports,302,
 TSM,468,
 S2V Esports Academy,297,
 Cyberground Gaming,367,
 GameWard,318,
 Vorax Liberty Academy,3738,
 Kawaii Kiwis,299,
 Machi Esports,317,
 Boavista FC,283,
 Evil Geniuses Academy,323,
 Immortals,302,
 PSG Talon,330,
 S2V Esports Academy,286,
 Umbra Divinus Gaming,274,
 FURIA Academy,335,
 Kaos Latin Gamers,302,
 Nerf Galeforce,308,
 Hong Kong Attitude,299,
 Team Singularity,416,
 G2 Esports,616,
 STOPWATCH eSports,273,
 Cloud9,429,
 Sengoku Gaming Academy,460,
 Golden Guardians Academy,423,
 aNc Outplayed,344,
 WAVE Esports,354,
 TSM,380,
 S2V Esports Academy,285,
 Cyberground Gaming,266,
 GameWard,269,
 Vorax Liberty Academy,302,
 Kawaii Kiwis,275,
 Machi Esports,307,
 Boavista FC,284,
 Evil Geniuses Academy,360,
 Immortals,284,
 PSG Talon,345,
 S2V Esports Academy,264,
 Umbra Divinus Gaming,282,
 FURIA Academy,288,
 Kaos Latin Gamers,282,
 Nerf Galeforce,384,
 Hong Kong Attitude,309,
 Team Singularity,308,
 G2 Esports,299,
 STOPWATCH eSports,247,
 Cloud9,357,
 Sengoku Gaming Academy,305,
 Golden Guardians Academy,455,
 aNc Outplayed,311,
 WAVE Esports,350,
 TSM,509,
 S2V Esports Academy,298,
 Cyberground Gaming,262,
 GameWard,292,
 Vorax Liberty Academy,288,
 Kawaii Kiwis,282,
 Machi Esports,323,
 Boavista FC,291,
 Evil Geniuses Academy,347,
 Immortals,331,
 PSG Talon,325,
 S2V Esports Academy,285,
 Umbra Divinus Gaming,288,
 FURIA Academy,311,
 Kaos Latin Gamers,1637,
 Nerf Galeforce,271,
 Hong Kong Attitude,282,
 Team Singularity,286,
 G2 Esports,284,
 STOPWATCH eSports,250,
 Cloud9,350,
 Sengoku Gaming Academy,253,
 Golden Guardians Academy,385,
 aNc Outplayed,301,
 WAVE Esports,253,
 TSM,329,
 S2V Esports Academy,259,
 Cyberground Gaming,340,
 GameWard,294,
 Vorax Liberty Academy,309,
 Kawaii Kiwis,282,
 Machi Esports,438,
 Boavista FC,323,
 Evil Geniuses Academy,340,
 Immortals,374,
 PSG Talon,355,
 S2V Esports Academy,338,
 Umbra Divinus Gaming,257,
 FURIA Academy,310,
 Kaos Latin Gamers,352,
 Nerf Galeforce,448,
 Hong Kong Attitude,286,
 Team Singularity,293,
 G2 Esports,311,
 STOPWATCH eSports,244,
 Cloud9,356,
 Sengoku Gaming Academy,253,
 Golden Guardians Academy,426,
 aNc Outplayed,341,
 WAVE Esports,283,
 TSM,325,
 S2V Esports Academy,266,
 Cyberground Gaming,278,
 GameWard,302,
 Vorax Liberty Academy,294,
 Kawaii Kiwis,1164,
 Machi Esports,311,
 Boavista FC,279,
 Evil Geniuses Academy,330,
 Immortals,298,
 PSG Talon,341,
 S2V Esports Academy,282,
 Umbra Divinus Gaming,283,
 FURIA Academy,291,
 Kaos Latin Gamers,306,
 Nerf Galeforce,261,
 Hong Kong Attitude,311,
 Team Singularity,288,
 G2 Esports,310,
 STOPWATCH eSports,261,
 Cloud9,368,
 Sengoku Gaming Academy,249,
 Golden Guardians Academy,415,
 aNc Outplayed,500,
 WAVE Esports,281,
 TSM,325,
 S2V Esports Academy,263,
 Cyberground Gaming,266,
 GameWard,285,
 Vorax Liberty Academy,309,
 Kawaii Kiwis,305,
 Machi Esports,371,
 Boavista FC,317,
 Evil Geniuses Academy,406,
 Immortals,454,
 PSG Talon,327,
 S2V Esports Academy,258,
 Umbra Divinus Gaming,265,
 FURIA Academy,281,
 Kaos Latin Gamers,265,
 Nerf Galeforce,247,
 Hong Kong Attitude,285,
 Team Singularity,302,
 G2 Esports,290,
 STOPWATCH eSports,249,
 Cloud9,393,
 Sengoku Gaming Academy,254,
 Golden Guardians Academy,1843,
 aNc Outplayed,313,
 WAVE Esports,264,
 TSM,315,
 S2V Esports Academy,258,
 Cyberground Gaming,295,
 GameWard,270,
 Vorax Liberty Academy,275,
 Kawaii Kiwis,268,
 Machi Esports,307,
 Boavista FC,275,
 Evil Geniuses Academy,348,
 Immortals,330,
 PSG Talon,402,
 S2V Esports Academy,274,
 Umbra Divinus Gaming,281,
 FURIA Academy,305,
 Kaos Latin Gamers,296,
 Nerf Galeforce,303,
 Hong Kong Attitude,290,
